RefSeq ID,Gene symbol,hsa-miR-16-5p,hsa-miR-106b-5p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-215-5p,hsa-let-7c-5p,hsa-miR-103a-3p
NM_016622,MRPL35,-0.021,0.026,-0.051,0.126,0.095,-0.095,0.032
NM_016623,FAM49B,0.061,0.099,0.165,-0.383,0.168,-0.345,-0.101
NM_016625,RSRC1,0.173,0.229,0.007,0.214,-0.159,0.274,-0.117
NM_016626,MEX3C,0.076,0.227,0.086,-0.604,-0.235,0.086,0.199
NM_016628,WAC,-0.128,-0.296,0.04,0.112,0.125,0.105,0.051
NM_016630,SPG21,0.143,0.114,0.126,0.051,-0.012,-0.243,-0.732
NM_016631,C21ORF66,0.06,-0.052,-0.067,0.259,0.054,0.226,-0.09
NM_016639,TNFRSF12A,-0.028,0.061,0.191,-0.223,-0.223,-0.116,0.015
NM_016640,MRPS30,0.059,0.02,0.1,0.109,0.014,-0.005,0.108
NM_016641,GDE1,-0.055,0.214,0.086,0.193,-0.009,-0.172,0.058
NM_016645,NGRN,N/A,N/A,-0.136,-0.116,0.113,-0.302,0.14
NM_016647,C8ORF55,-0.008,0.251,0.655,0.36,-0.495,0.358,0
NM_016648,LARP7,-0.068,-0.01,0.008,0.132,0.226,-0.145,0.077
NM_016649,ESF1,0.014,0.204,-0.14,0.085,0.079,0.11,0.167
NM_016652,CRNKL1,0.17,0.13,N/A,N/A,-0.085,-0.226,N/A
NM_016653,ZAK,-0.333,0.148,-0.041,0.094,-0.35,-0.174,0.351
NM_016657,KDELR3,0.394,-0.293,0.016,0.072,-0.509,0.041,0.101
NM_016731,FOLR1,0.148,0.14,-0.004,-0.063,0.157,0.02,-0.129
NM_016733,LIMK2,-0.007,0.07,0.223,0.118,-0.044,-0.118,-0.139
NM_016829,OGG1,-0.109,0.072,-0.014,-0.081,0.227,-0.042,0.056
NM_016930,STX18,0.003,0.066,0.021,-0.013,0.166,0.025,0.069
NM_016937,POLA1,-0.16,0.036,0.029,0.034,-0.158,-0.122,0.041
NM_016940,RWDD2B,0.311,-0.08,-0.291,0.008,N/A,0.17,0.108
NM_016946,F11R,-0.16,-0.134,-0.086,0.217,-0.067,0.037,0.219
NM_016955,SEPSECS,0.104,-0.091,-0.061,0.092,N/A,-0.005,-0.007
NM_017409,HOXC10,-0.037,N/A,-0.3,0.107,0.128,0.1,-0.344
NM_017410,HOXC13,-0.271,0.372,-0.644,-0.118,N/A,0.181,-0.673
NM_017413,APLN,-0.138,-0.028,0.018,-0.028,0.068,0.024,-0.008
NM_017414,USP18,0.309,-0.151,0.072,-0.215,-0.733,0.403,-0.001
NM_017420,SIX4,0.289,-0.035,0.179,0.263,-0.836,0.076,-0.072
NM_017421,COQ3,0.302,-0.028,0.23,0.04,-0.234,-0.164,-0.697
NM_017423,GALNT7,-0.422,0.275,0.005,0.041,0.098,-0.294,-0.63
NM_017425,SPA17,-0.047,0.013,-0.184,-0.087,0.019,-0.015,0.131
NM_017426,NUP54,-0.046,0.083,-0.14,0.175,-0.071,0.091,0.117
NM_017432,PTOV1,0.172,-0.167,-0.052,-0.077,0.015,0.045,-0.067
NM_017436,A4GALT,-0.286,0.052,0.195,-0.133,0.093,0.036,0.159
NM_017437,CPSF2,0.066,0.006,-0.155,0.19,-0.106,0.006,-0.018
NM_017438,SETD4,0.101,-0.014,0.155,0.001,0.052,-0.107,-0.069
NM_017440,MDM1,0.022,0.06,-0.503,0.057,-0.166,-0.018,0.03
NM_017443,POLE3,0.027,0.246,-0.027,-0.018,-0.428,0.431,0.128
NM_017449,EPHB2,-0.015,-0.076,0.534,-0.253,-0.268,0.108,0.082
NM_017450,BAIAP2,-0.545,0.062,0.154,0.193,0.374,-0.185,-0.397
NM_017456,CYTH1,0.28,0.093,0.553,-0.162,-0.105,-0.197,-0.127
NM_017458,MVP,0.345,-0.047,0.002,-0.332,0.604,-0.072,-0.045
NM_017489,TERF1,0.209,0.344,-0.07,-0.855,-0.233,-0.208,0.059
NM_017503,SURF2,-0.159,0.008,0.035,-0.163,0.001,0.011,0.098
NM_017510,TMED9,N/A,N/A,-0.431,-0.556,-0.579,-0.06,0.186
NM_017512,ENOSF1,0.329,-0.057,-0.066,-0.085,-0.172,0.021,-0.097
NM_017515,SLC35F2,0.101,0.048,-0.186,-0.229,-0.284,0.073,0.063
NM_017519,ARID1B,0.025,-0.095,-0.041,-0.001,-0.002,0.021,0.053
NM_017526,LEPROT,0.182,-0.203,-0.001,0.247,0.13,-0.083,-0.198
NM_017528,WBSCR22,0.028,-0.423,0.183,-0.038,0.116,-0.141,0
NM_017542,POGK,0.085,-0.02,0.046,0.192,-0.153,0.033,-0.015
NM_017544,NKRF,0.086,0.167,0.139,0.076,-0.312,0.047,0.164
NM_017546,C2ORF29,0.021,-0.009,0.176,0.212,0.004,-0.324,0.071
NM_017547,FOXRED1,-0.026,0.084,0.139,0.146,-0.095,0.053,-0.156
NM_017549,EPDR1,-0.095,-0.48,0.244,-1.345,-0.833,0.533,-0.117
NM_017559,FNDC8,-0.08,-0.056,0.012,-0.077,0.109,0.021,0.013
NM_017566,KLHDC4,-0.052,-0.063,-0.175,-0.262,0.079,0,0.07
NM_017567,NAGK,0.279,-0.496,-0.298,-0.127,0.017,-0.029,-0.271
NM_017569,FAM48A,-0.052,0.024,0,0.026,0.235,-0.069,0.026
NM_017573,PCSK4,0.186,-0.206,0.247,0.179,0.009,0.13,N/A
NM_017575,SMG6,-0.03,0.05,0.13,0.012,0.094,0.066,0.005
NM_017580,ZRANB1,-0.137,0.076,0.011,N/A,0.106,-0.061,-0.204
NM_017582,UBE2Q1,-0.585,0.089,-0.192,-0.032,0.146,-0.16,-0.852
NM_017583,TRIM44,-0.108,-0.05,0.013,0.008,-0.042,0.054,0.024
NM_017585,SLC2A6,0.069,-0.153,0.099,-0.207,-0.102,0.126,0.28
NM_017590,ZC3H7B,0.135,0.355,0.073,-0.823,-0.432,0.187,-1.237
NM_017593,BMP2K,0.128,0.029,N/A,N/A,-0.266,-0.026,-0.149
NM_017596,KIF21B,-0.004,0.722,0.332,-0.027,0.008,0.551,N/A
NM_017599,VEZT,0.03,0.035,-0.103,0.22,0.199,-0.339,-0.038
NM_017602,OTUD5,0.139,-0.059,0.01,0.028,0.442,-0.013,0.003
NM_017607,PPP1R12C,-0.076,-0.003,0.228,0.1,0.298,0.131,-0.058
NM_017610,RNF111,-0.381,0.013,0.144,0.297,0.279,-0.12,0.028
NM_017611,SLC43A3,-0.068,0.08,0.05,0.077,-0.286,0.114,-0.056
NM_017612,ZCCHC8,-0.067,-0.031,-0.422,0.228,-0.012,-0.166,0.119
NM_017613,DONSON,-0.209,0.084,-0.031,0.21,-0.012,-0.442,0.075
NM_017615,NSMCE4A,-0.003,0.123,0.006,-0.135,-0.158,0.115,0.033
NM_017617,NOTCH1,-0.014,-0.015,-0.054,-0.384,0.48,0.006,0.061
NM_017621,ALKBH4,0.008,0.021,0.146,0.011,0.085,0.102,-0.012
NM_017623,CNNM3,-0.161,0.118,0.059,-0.048,-0.1,-0.108,-0.42
NM_017631,DDX60,0.221,-0.171,-0.17,-0.004,-0.068,0.084,0.096
NM_017632,CDKN2AIP,-0.08,-0.03,0.013,-0.05,-0.075,0.139,0.069
NM_017633,FAM46A,0.021,0.331,0.26,0.323,-0.548,0.146,0.066
NM_017634,KCTD9,0.247,-0.185,-0.211,-0.206,-0.112,-0.03,-0.207
NM_017635,SUV420H1,0.061,0.068,-0.033,-0.129,0.271,-0.086,-0.028
NM_017636,TRPM4,0.017,-0.092,-0.003,0.017,0.187,0.13,0.067
NM_017640,LRRC16A,0.147,0.166,0.165,-0.157,-0.04,0.073,0.035
NM_017641,KIF21A,-0.416,-0.018,0.347,0.317,-0.178,0.005,-0.367
NM_017645,FAM29A,-0.057,0.272,-0.035,0.263,0.094,-0.159,0.119
NM_017646,TRIT1,-0.19,0.134,0.167,0.085,0.086,0.071,0.188
NM_017647,FTSJ3,0.087,0.087,-0.126,-0.01,0.221,-0.072,-0.133
NM_017653,DYM,-0.061,0.126,0.023,0.318,-0.091,0.235,0.149
NM_017660,GATAD2A,-0.464,0.154,0.16,0.043,-0.022,0.002,-0.605
NM_017661,ZNF280D,0.026,0.016,-0.095,-0.123,0.169,0.132,N/A
NM_017664,ANKRD10,0.288,0.14,-0.109,0.049,-0.044,0.012,-0.075
NM_017665,ZCCHC10,0.071,0.284,-0.167,-0.07,0.179,-0.259,0.096
NM_017666,ZNF280C,0.069,-0.299,-0.241,-0.101,-0.102,-0.206,0.335
NM_017669,ERCC6L,-0.314,-0.133,0.047,0.11,-0.352,0,0.096
NM_017671,FERMT1,0.013,-0.055,0.197,0.013,-0.932,0.326,0.133
NM_017672,TRPM7,0.084,0.018,-0.123,0.01,0.081,0.051,-0.009
NM_017676,GIN1,0.004,-0.034,-0.267,0.165,0.014,-0.077,0.102
NM_017681,NUP62CL,0.059,N/A,0.01,-0.071,N/A,-0.305,0.011
NM_017686,GDAP2,-0.104,0.115,-0.062,0.221,-0.042,-0.397,N/A
NM_017688,BSPRY,0.135,-0.017,0.321,0.277,-0.035,0.071,-0.223
NM_017691,LRRC49,0.067,-0.179,-0.235,0.221,0.174,-0.037,-0.129
NM_017693,BIVM,0.412,-0.163,0.399,0.239,-0.837,-0.266,0.169
NM_017694,MFSD6,0.686,-0.292,0.025,-0.241,-0.508,-0.253,-0.111
NM_017702,DEF8,0.015,-0.038,0.141,-0.232,-0.1,-0.026,0.016
NM_017703,FBXL12,0.068,0.202,0.106,0.179,0.228,-0.495,0.073
NM_017705,PAQR5,-0.273,0.089,-0.086,-0.018,-0.016,0.34,0.123
NM_017706,WDR55,-0.042,-0.013,0.041,0.115,0.106,-0.071,0.032
NM_017707,ASAP3,0.009,0.019,-0.264,0.002,-0.099,0.018,0.22
NM_017709,FAM46C,0.198,-0.026,-0.423,-0.115,-0.047,0.683,N/A
NM_017712,PGPEP1,-0.111,-0.069,-0.013,-0.166,0.095,0.019,N/A
NM_017714,TASP1,-0.279,0.08,0.233,0.402,0.336,-0.068,0.118
NM_017721,CC2D1A,-0.163,-0.02,0.038,-0.148,0.094,0.154,0.082
NM_017722,TRMT1,-0.114,0.052,0.001,-0.087,0.141,0.034,0.074
NM_017723,C9ORF167,-0.306,0.186,0.252,-0.166,-0.055,0.285,0.058
NM_017728,TMEM104,-0.453,0.303,0.443,0.161,-0.075,-0.115,0.21
NM_017729,EPS8L1,-0.08,-0.115,-0.005,-0.207,0.175,-0.086,-0.068
NM_017730,QRICH1,0.093,-0.045,-0.105,0.044,0.053,-0.067,-0.07
NM_017735,TTC27,0.089,0.05,-0.183,0,-0.056,0.157,0.106
NM_017736,THUMPD1,-0.652,-0.055,0.068,0.189,-0.102,0.137,-0.074
NM_017739,POMGNT1,0.064,-0.154,0.179,0.053,-0.092,0.078,-0.396
NM_017742,ZCCHC2,-0.281,-0.476,-0.012,-0.012,-0.362,-0.128,-0.012
NM_017746,TEX10,-0.033,0.199,-0.362,0.092,0.198,0.027,0.065
NM_017748,CCDC49,-0.022,-0.034,-0.192,-0.048,-0.063,0.085,0.001
NM_017749,AMBRA1,0.064,0.186,0.331,-0.301,-0.063,0.135,0.023
NM_017750,RETSAT,0.075,-0.089,0.213,-0.024,0.432,0.042,0.012
NM_017751,SMPD4,-0.308,0.169,0.036,-0.173,-0.058,-0.196,-0.331
NM_017752,TBC1D8B,-0.166,-0.112,-0.083,0.294,0.094,-0.099,0.312
NM_017755,NSUN2,-0.094,0.046,0.144,-0.165,0.227,-0.076,-0.005
NM_017758,ALKBH5,-0.1,0.074,-0.089,-0.118,0.124,-0.01,-0.003
NM_017760,NCAPG2,-0.036,-0.001,0.031,0.029,-0.302,0.009,-0.117
NM_017762,MTMR10,-0.051,0.184,-0.606,-0.099,0.114,-0.18,-0.204
NM_017763,RNF43,-0.226,0.006,0.11,-0.109,0.147,0.131,0.165
NM_017766,CASZ1,-0.233,0.208,0.366,-0.034,0.044,-0.076,-0.109
NM_017767,SLC39A4,-0.171,-0.054,0.1,-0.134,0.081,0.088,0.092
NM_017768,LRRC40,0.11,0.072,-0.216,-0.024,-0.119,-0.091,0.086
NM_017769,G2E3,-0.164,0.143,-0.022,-0.33,-0.385,-0.121,0.224
NM_017772,TBC1D22B,-0.116,0.052,0.127,0.006,-0.65,0.005,0.036
NM_017774,CDKAL1,-0.103,0.109,0.209,0.128,0.06,-0.615,0.133
NM_017775,TTC19,-0.154,-0.018,0.067,0.076,0.185,0.321,0.158
NM_017777,MKS1,0.141,-0.033,-0.11,-0.003,-0.096,0.019,-0.085
NM_017780,CHD7,-0.416,0.348,0.237,0.003,-0.633,-0.341,0.019
NM_017782,C10ORF18,0.168,0.138,-0.078,0.168,0.195,0.194,0.073
NM_017784,OSBPL10,0.066,-0.017,0.045,-0.236,-0.541,-0.155,0.117
NM_017785,CCDC99,-0.381,0.062,-0.52,0.322,-0.188,0.05,-0.229
NM_017787,C10ORF26,0.158,-0.007,-0.012,-0.007,0.014,0.005,0.048
NM_017789,SEMA4C,0.072,0.029,0.027,0.096,0.238,0.105,0.057
NM_017790,RGS3,-0.089,-0.054,-0.015,-0.102,-0.304,-0.163,-0.048
NM_017794,KIAA1797,0.114,-0.024,-0.034,0.167,-0.082,0.106,0.059
NM_017797,BTBD2,0.463,-0.009,0.491,0.189,0.043,0.329,0.04
NM_017798,YTHDF1,-0.168,0.082,0.113,0.105,-0.007,0.002,0.009
NM_017801,CMTM6,0.035,-0.016,-0.015,0.246,-1.151,-0.015,0.125
NM_017802,HEATR2,0.084,0.055,-0.472,0.007,0.045,-0.04,0.018
NM_017803,DUS2L,-0.064,0.183,0.206,0.219,0.101,0.136,0.136
NM_017806,LIME1,-0.001,-0.08,0.085,-0.202,-0.206,0.041,0.192
NM_017807,OSGEP,-0.011,0.007,-0.155,0.026,-0.005,0.135,0.009
NM_017810,ZNF434,0.141,0.119,0.106,0.11,0.267,-0.001,-0.189
NM_017811,UBE2R2,-0.868,0.165,0.151,0.061,0.475,0.178,0.015
NM_017812,CHCHD3,-0.064,0.126,-0.084,-0.102,0.156,0.032,0.011
NM_017813,IMPAD1,0.016,-0.207,0.109,-0.214,-0.224,0.118,0.023
NM_017814,TMEM161A,-0.024,0.035,0.134,-0.008,0.224,-0.097,0.099
NM_017815,C14ORF94,-0.098,0.072,-0.099,0.241,-0.155,0.066,-0.028
NM_017817,RAB20,0.082,0.215,0.201,-0.069,-0.144,0.298,0.109
NM_017818,WDR8,0.659,0.137,0.211,0.131,0.207,0.194,-1.087
NM_017819,RG9MTD1,-0.038,0.184,0.149,0.244,0.296,0.105,0.012
NM_017822,C12ORF41,0.088,0.061,-0.202,-0.136,-0.054,-0.019,0
NM_017823,DUSP23,0.078,0.096,-0.132,-0.315,0.103,0.343,0.116
NM_017824,5-Mar,0.002,-0.143,-0.06,0.276,-0.128,0.187,-0.077
NM_017825,ADPRHL2,-0.028,-0.06,0.125,-0.017,-0.045,0.069,-0.228
NM_017827,SARS2,-0.098,0.046,-0.066,-0.171,0.16,-0.071,-0.018
NM_017831,RNF125,-0.008,0.035,0.351,0.09,0.066,-0.298,0.07
NM_017832,C9ORF6,0.67,0,0.09,0.292,0.233,0.016,-1.071
NM_017836,SLC41A3,0.084,-0.099,-0.03,-0.072,0.121,0.026,0.058
NM_017837,PIGV,0.211,-0.11,0.214,-0.107,-0.032,-0.118,-0.247
NM_017840,MRPL16,-0.033,0.108,0.155,0.048,0.038,0.149,0.04
NM_017841,C11ORF79,-0.355,-0.394,0.07,0.229,0.281,0.014,-0.009
NM_017842,SLC48A1,0.002,-0.099,0.214,0.033,-0.373,-0.07,-0.212
NM_017843,BCAS4,0.039,0.119,-0.044,-0.193,0.069,-0.105,0.018
NM_017845,COMMD8,0.118,0.108,0.039,0.305,0.151,-0.036,0.049
NM_017846,TRNAU1AP,0.065,-0.176,0.076,-0.04,0.046,-0.047,N/A
NM_017847,C1ORF27,0.13,0.014,-0.054,0.204,0.242,0.191,0.035
NM_017848,FAM120C,-0.079,-0.039,0.137,-0.134,0.102,0.034,-0.001
NM_017850,C1ORF109,-0.009,0.204,0.014,-0.211,-0.067,0.102,0.151
NM_017851,PARP16,-0.061,0.089,0.156,0.362,-0.433,0.139,-0.558
NM_017852,NLRP2,-0.262,0.059,0.044,0.115,0.29,-0.116,0.01
NM_017854,TMEM160,-0.051,N/A,-0.004,-0.111,N/A,N/A,0.047
NM_017857,SSH3,-0.072,-0.015,0.281,-0.035,-0.284,-0.01,0.171
NM_017858,TIPIN,0.123,0.152,-0.12,0.162,-0.19,-0.103,-0.257
NM_017860,C1ORF56,-0.042,-0.113,-0.122,-0.277,0.51,-0.127,N/A
NM_017861,PIGX,-0.046,0.077,0.139,0.016,-0.527,-0.038,0.229
NM_017864,INTS8,0.66,0.121,-0.057,-0.382,0.06,-0.21,-1.067
NM_017865,ZNF692,0.038,-0.268,0.002,-0.048,0.383,0.016,-0.112
NM_017867,C4ORF27,0.17,0.01,-0.03,-0.745,-0.099,-0.114,-0.23
NM_017871,CPSF3L,-0.069,0.05,-0.051,0.045,0.283,0.068,-0.02
NM_017875,SLC25A38,-0.172,0.198,0.183,0.018,0.093,0.156,-0.044
NM_017877,C2ORF18,-0.068,0.058,-0.073,-0.09,0.181,-0.06,0.021
NM_017880,C2ORF42,N/A,-0.108,-0.059,-0.01,0.108,0.013,0.036
NM_017883,WDR13,-0.088,-0.193,-0.008,-0.198,0.034,-0.021,-0.028
NM_017884,PINX1,-0.151,0.054,0.056,-0.283,0.074,0.115,N/A
NM_017886,ULK4,-0.087,-0.023,-0.141,-0.095,-0.016,0.084,0.139
NM_017887,C1ORF123,-0.045,0.209,0.247,-0.069,0.169,0.082,-0.185
NM_017890,VPS13B,0.064,-0.013,0.034,0.197,0.329,0.06,-0.022
NM_017891,C1ORF159,-0.058,-0.076,0.199,0.019,0.02,-0.227,0.001
NM_017892,PRPF40A,0.024,0.116,-0.03,-0.067,-0.1,-0.028,0.083
NM_017894,ZSCAN2,0.067,0.057,-0.032,-0.022,0.108,0.052,-0.129
NM_017895,DDX27,0.052,-0.014,-0.088,0.117,0.31,0.084,0.044
NM_017896,C20ORF11,0.101,0.06,0.011,-0.079,-0.001,-0.203,-0.078
NM_017898,MOSC2,0.232,-0.035,0.001,-0.15,-0.072,0.061,-0.008
NM_017899,TESC,-0.02,-0.225,0.152,-0.293,-0.018,0.237,0.289
NM_017902,HIF1AN,-0.054,-0.518,-0.163,0.212,-0.116,0.06,-0.06
NM_017905,TMCO3,0.006,-0.047,-0.032,-0.024,-0.27,-0.085,0.007
NM_017906,PAK1IP1,0.105,-0.109,-0.65,0.317,0.056,0.048,0.007
NM_017907,C11ORF59,0.015,-0.15,0.257,0.236,0.043,0.011,0.019
NM_017908,ZNF446,-0.069,-0.013,-0.19,0.07,0.091,-0.002,0.088
NM_017909,RMND1,0.019,-0.091,0.107,0.12,0.008,0.092,0.085
NM_017910,TRMT61B,0.009,0.225,0.402,0.023,-0.033,-0.458,0.017
NM_017911,FAM118A,-0.141,0.032,0.06,0.095,0.331,0.005,0.079
NM_017913,CDC37L1,-0.519,-0.521,0.064,0.146,0.012,0.1,-0.148
NM_017914,C19ORF24,-0.184,0.05,0.027,-0.134,0.123,0.051,0.111
NM_017916,PIH1D1,-0.235,0.047,0.024,-0.03,0.308,-0.005,0.098
NM_017917,PPP2R3C,-0.18,-0.05,-0.1,0.073,0.134,-0.089,-0.949
NM_017918,CCDC109B,0.167,-0.135,-0.063,0.067,-0.629,-0.01,0.031
NM_017919,STX17,0.1,-0.016,0.166,0.182,-0.103,-0.377,-0.105
NM_017921,NPLOC4,-0.339,-0.141,0.191,0.079,0.037,-0.238,-0.214
NM_017922,PRPF39,-0.021,0.047,-0.133,0.274,0.12,-0.055,0.075
NM_017924,C14ORF119,0.388,-0.284,0.035,N/A,0.522,-0.185,N/A
NM_017934,PHIP,-0.149,-0.071,0.007,0.199,-0.122,-0.107,-0.17
NM_017943,FBXO34,-0.053,0.018,0.006,0.256,0.124,0.006,-0.144
NM_017944,USP47,-0.044,-0.075,-0.01,0.333,0.106,0.018,-0.067
NM_017945,SLC35A5,-0.13,0.08,-0.371,0.338,0.226,0.077,0.005
NM_017946,FKBP14,0.085,0.083,0.227,-0.215,-0.339,-0.108,0.214
NM_017948,NOL8,0.061,-0.057,-0.11,0.152,0.117,-0.019,0.18
NM_017949,CUEDC1,0.231,-0.096,0.38,-0.151,-0.191,0.175,-0.29
NM_017952,PTCD3,-0.135,0.028,-0.013,0.032,0.329,0.065,-0.301
NM_017953,ZNHIT6,-0.042,0.079,-0.109,0.091,0.194,0.04,0.167
NM_017954,CADPS2,0.23,-0.074,-0.055,0.188,-0.096,0.338,-0.014
NM_017955,CDCA4,-0.523,-0.126,-0.056,-0.57,-0.925,-0.192,-1.088
NM_017957,EPN3,0.183,-0.192,0.202,0.409,N/A,0.148,-0.643
NM_017964,SLC30A6,-0.247,0.071,-0.112,0.211,0.089,0.04,0.163
NM_017966,VPS37C,-0.224,0.011,0.006,0.143,-0.029,0.074,0.062
NM_017969,IWS1,0.057,0.052,-0.003,0.004,0.176,-0.131,-0.083
NM_017975,ZWILCH,-0.045,0.162,0.064,0.028,-0.166,-0.027,0.008
NM_017980,LIMS2,0.186,-0.046,0.124,-0.294,-0.097,0.017,-0.029
NM_017983,WIPI1,0.063,0.117,-0.002,0.12,0.257,-0.306,0.434
NM_017984,ZCWPW1,0.216,-0.009,-0.014,0.223,0.028,0.157,-0.117
NM_017988,SCYL2,0.101,0.113,0.029,0.145,0.072,-0.402,0.155
NM_017994,C7ORF42,-0.089,-0.022,-0.104,0.091,-0.113,0.049,-0.118
NM_017998,C9ORF40,0.136,-0.584,0.062,0.316,-0.313,0.15,0.038
NM_017999,RNF31,-0.072,-0.02,0.119,0.01,0.348,-0.279,-0.078
NM_018000,MREG,0.085,0.107,0.224,0.365,-0.109,0.23,0.156
NM_018004,TMEM45A,0.042,0.256,0.168,0.507,-0.266,0.04,-0.815
NM_018006,TRMU,-0.137,0.017,0.032,-0.11,-0.236,0.082,0.08
NM_018010,IFT57,0.303,0.037,0.088,0.219,0.019,0.126,0.244
NM_018011,ARGLU1,0.05,0.018,-0.066,-0.007,0.102,0.047,-0.039
NM_018015,CXORF57,0.002,-0.096,-0.145,0.122,-0.617,-0.033,0.101
NM_018019,MED9,0.029,0.126,0.301,0.198,-0.008,-0.017,-0.223
NM_018024,WDYHV1,-0.195,0.076,0.231,-0.049,-0.109,-0.04,0.177
NM_018025,GPATCH1,0.015,0.044,-0.115,0.068,0.063,-0.051,-0.145
NM_018026,PACS1,0.064,-0.397,-0.332,0.039,-0.222,0.081,0.249
NM_018030,OSBPL1A,N/A,N/A,-0.425,0.046,N/A,-0.063,0.223
NM_018031,WDR6,-0.173,0.022,0.078,0.093,0.366,-0.004,0.014
NM_018032,LUC7L,0.128,0.072,0.051,-0.195,-0.263,-0.145,N/A
NM_018034,WDR70,-0.049,0.011,0.016,0.168,0.267,0.134,0.129
NM_018036,ATG2B,0.064,-0.224,-0.093,-0.158,0.083,0.083,N/A
NM_018043,ANO1,0.026,-0.242,0.193,-0.221,-0.23,0.197,0.172
NM_018044,NSUN5,0.092,-0.011,-0.081,-0.045,0.001,0.114,0.019
NM_018046,AGGF1,0.199,0.005,0.072,0.1,-0.017,-0.076,0.031
NM_018047,RBM22,0.006,0.004,-0.123,0.159,-0.241,0.147,0.068
NM_018048,MAGOHB,-0.157,0.154,-0.158,-0.168,-0.225,0.026,0.17
NM_018049,PLEKHJ1,-0.183,0.309,0.435,0.226,0.178,-0.083,-0.497
NM_018051,WDR60,0.15,-0.188,0.334,0.047,0.039,-0.018,-0.05
NM_018052,VAC14,-0.044,0.019,0.052,-0.111,0.197,-0.045,-0.044
NM_018053,XKR8,-0.83,0.316,0.049,-0.521,0.428,-0.369,-0.565
NM_018056,TMEM39B,-0.145,-0.045,-0.11,0.017,-0.203,0.248,0.114
NM_018058,CRTAC1,-0.287,0.114,0.161,-0.086,0.011,0.078,-0.045
NM_018059,RADIL,-0.275,-0.115,0.024,-0.062,-0.286,0.103,N/A
NM_018060,IARS2,0.147,0.042,-0.155,-0.315,-0.105,-0.083,0.094
NM_018061,PRPF38B,0.04,0.073,-0.049,-0.127,0.082,-0.086,-0.036
NM_018063,HELLS,-0.184,0.039,-0.191,0.2,-0.148,-0.053,-0.113
NM_018064,AKIRIN2,0.128,0.144,-0.083,0.116,0.104,-0.125,-0.231
NM_018066,GPN2,0.015,0.06,-0.019,0.134,0.346,-0.091,-0.351
NM_018067,MAP7D1,0.001,-0.066,-0.59,-0.233,0.077,-0.141,0.045
NM_018072,HEATR1,-0.125,0.002,-0.109,0.263,0.225,0.101,-0.038
NM_018073,TRIM68,-0.091,0.01,0.143,0.38,-0.173,0.166,-0.15
NM_018074,CCDC94,-0.123,0.062,-0.191,-0.133,0.139,0.011,-0.004
NM_018075,ANO10,-0.23,0.205,-0.043,-0.205,0.224,0.025,-0.008
NM_018077,RBM28,-0.204,0.039,-0.017,0.092,0.211,0.134,-0.017
NM_018078,LARP2,-0.204,-0.14,0.063,0.2,N/A,0.11,0.282
NM_018079,SRBD1,0.036,0.161,0,0.22,-0.185,-0.001,0.191
NM_018082,POLR3B,-0.393,0.188,-0.012,-0.047,0.429,0.15,0.145
NM_018083,ZNF358,-0.117,-0.025,0.194,0.019,0.108,0.172,0.14
NM_018087,TMEM48,-0.148,0.033,-0.313,0.031,0.028,-0.093,-0.005
NM_018088,FAM90A1,0.388,-0.025,-0.1,0.28,-0.206,0.16,N/A
NM_018090,NECAP2,0.047,0.115,-0.369,-0.466,-0.665,-0.049,0.062
NM_018091,ELP3,-0.189,0.069,-0.228,0.351,0.065,0.163,0.217
NM_018092,NETO2,0.252,-0.351,-0.196,0.16,-0.417,0.066,0.001
NM_018093,WDR74,0.014,0.072,-0.122,-0.04,0.139,-0.062,-0.049
NM_018098,ECT2,0.072,-0.138,-0.367,0.134,-0.635,0.183,0.089
NM_018100,EFHC1,0.063,-0.047,-0.1,0.309,0.197,0.039,-0.222
NM_018101,CDCA8,-0.091,0.125,-0.122,-0.001,-0.334,-0.281,-0.062
NM_018109,MTPAP,-0.069,-0.307,0.068,0.079,0.079,-0.086,0.127
NM_018112,TMEM38B,0.121,0.127,-0.151,0.037,-0.156,-0.142,0.024
NM_018113,LMBR1L,-0.196,0.119,0.072,-0.064,0.188,-0.102,0.151
NM_018115,SDAD1,0.139,0.054,-0.059,0.225,0.166,-0.051,-0.039
NM_018117,BRWD2,0.135,-0.072,0.143,0.014,0.133,-0.168,-0.011
NM_018119,POLR3E,-0.086,0.015,0.171,-0.042,0.073,0.039,0.124
NM_018120,ARMC1,-0.296,-0.192,-0.148,0.081,-0.34,-0.192,-0.887
NM_018121,FAM178A,-0.08,0.029,-0.236,-0.25,-0.325,0.116,-0.217
NM_018122,DARS2,0.079,-0.02,-0.078,0.26,-0.115,-0.27,0.01
NM_018124,RFWD3,-0.418,0.045,-0.149,0.275,-0.776,-0.434,-0.276
NM_018125,ARHGEF10L,0.042,-0.291,0.333,0.108,-0.092,0.054,0.008
NM_018126,TMEM33,-0.018,0.119,0.195,-0.405,0.018,0.004,0.135
NM_018128,TSR1,0.114,-0.487,0.168,-0.134,0.018,0.005,0.02
NM_018129,PNPO,0.301,-0.062,0.064,0.242,-0.146,0.258,-0.37
NM_018130,SHQ1,-0.055,0.128,0.121,0.173,-0.025,0.135,0.139
NM_018131,CEP55,-0.006,-0.226,-0.069,-0.569,-0.33,-0.227,-0.676
NM_018132,CENPQ,-0.142,-0.693,-0.234,0.163,-0.189,0.083,0.159
